text,category
"@Chat_Atkins Jetzt findet wahrscheinlich die viel zitierte ""Umvolkung"" statt. Brasilien hat einen neuen Führer! Nix wie hin!",0
"Hallo, Herr Baumann AfD hat gestern gesagt in der AfD gibt es keine Rechten nur in den anderen Parteien!!
Sollte er etwa gelogen haben ???
Ist Umvolkung ein rechter Begriff? Dann kann ja wohl mal die Hälfte gehen!!! https://t.co/rlpZzDWeeP",0
"#Resettlement #Umvolkung Etwa 45.000 #Asylanten wurden mit kostenpflichtigen Linienmaschinen von 2013-17 nach #Deutschland eingeflogen. „Wir schaffen das...“ Vergewaltigung per Luftpost, danke #Merkel",1
@Schmae030 @fiqqerr @Jeky @ArasBacho2 Hahaha. SIE werden Ex-Deutschland verlassen!! Umvolkung wird bald abgeschlossen sein. Genpool umrühren. NWO über alles. Berber an die Front. Deutsche raus.,1
@chris_tafeit @PetrBystronAfD @UN @HCStracheFP @sebastiankurz Noch viel schlimmer: Bayern gehört schon nicht mehr zu Deutschland. Dabei haben wir doch extra im Rahmen der Umvolkung ganz viel Menschen aus Restdeutschland (bevorzugt Norddeutsche)  nach Bayern umziehen lassen. ;-),0
"@SZ GroKo :) Die Hybris dieser Weltfremden ist unglaublich. Eure Umvolkung will niemand, wir wollen nicht überall islamisch-afrikanische Männerhorden!!! Ich habe Angst vor denen, die kommen aus bestialischen Gesellschaften, wo Frauen nichts zählen.",1
"@marazico_too @sachmaso @christian_kott @sarfeld @christiansoeder @DeppendorfU Ich bin mir ganz sicher, daß die 51,6% Migrantenanteil in Frankfurt und die dortigen 70% Migrantenkinder in den Schulen Sie in Ihrer Überzeugung vollauf bestärken werden, daß die ""Umvolkung"" bloß ein Hirngespinst der ""Konservativen"" ist.",1
"@ArniWinkelried @operationlibero @sbinein @Amnesty_Schweiz @SchutzfaktorM @CaritasSchweiz Gleich beginnen Sie noch von #Umvolkung zu dozieren...

Befürworten Sie die Bomben auf #Soros ?

https://t.co/rNc9YK7gSI

#SBI #sbinein @operationlibero @sbinein @Amnesty_Schweiz @SchutzfaktorM @CaritasSchweiz",0
"Sollen wir uns von Minderheiten bestimmen lassen? Moritz Neumeiers Antworten auf solche Sorgen rufen auf, einen Schritt weiter zu denken. 
https://t.co/YSzHBCedyQ

#designdemocracy #besorgt #Islamkritisch #Systemfeind #HolDirDeinLandZurueck #Asylflut #Umvolkung #Biodeutsche",1
@66Norweger66 Die Agenda muß weitergehen. Mit oder ohne Merkel ist egal. Umvolkung um jeden Preis. Soros hat zu viel investiert.,1
"@Hadi_Riedel @DarkGermany @AfD Wenn sie über eine Stabilität in Deutschland spricht, ist das eine Volksverarschung. Wenn Sie mit Stabilität die NWO, die Umvolkung und die Dezimierung der Deutschen meint, ist es die Wahrheit.",1
"zappe durch,bleibe auf ONE ARD Quarks hängen,weil mir mal wieder die umvolkung schmackhaft gemacht werden soll,die sendung geht eigentlich um intelligenz u.nicht um babies..warum das also?@J_B_oo7 @ellibisathide @IQ_Stimulator @ischias4 hab schon wieder die schnauze voll https://t.co/lgk4kJ2EaP",1
"@Axarya Ich habe den Migrationspakt in Englisch und in Deutsch gelesen 
(differiert übrigens minimal). Von einer Zerstörung Europas oder einer Umvolkung habe ich nichts gelesen, tut mir leid ( oder eben auch nicht)
🙄",0
"Alle verdienen Geld an der von Merkel ausgelösten Völkerwanderung und Umvolkung nur die dummen Deutschen zahlen drauf und ruinieren ihre Sozialsysteme zugunsten Nutzloser,Krimineller und Sozialschmarotzer...!!!",1
"@SwitchAngel1975 @Wandel_und_Gang @Volker_Beck @jreichelt @BILD Zwei + den Metzger im Viertel. Beobachte das AfD-Umfeld schon länger, Stadtteil-Veranstaltung etc. - wo mir Wahnhaftes von ‚Umvolkung‘ erzählt wurde..zudem hatten viele etwas aggressiv Beleidigtes..und dann eben die üblichen rechtsradikalen Ansichten. Schon krass.",0
https://t.co/F70Yzf2wdm,1
"🛑 #Islamisierung ‼️
🛑 #Umvolkung ‼️
🛑 #Migrationspakt ‼️
Macht mit! Bei der
#Volkswahl unserer
▶️▶️🇩🇪 #VV 🇩🇪◀️◀️
https://t.co/HrvD6i2op5 https://t.co/4qHI4SWIgN",1
@Sandrea222 @RT_Deutsch wir vermehren uns deutlich schneller als jede kartoffel. die umvolkung kann keiner aufhalten!!11111,0
"...das sehe ich auch so. - Merz war mal ein Hoffnungsträger. Aber unter ihm als Kanzler geht es genau so schnell, im Sinne der Umvolkung, der UNO und der Transatlantiker, mit D als Staat, als Volk + damit kulturell bergab, als würden die Grünen den Kanzler stellen. https://t.co/ktH79hp44s",1
"@JrvsSr @PaulGro60754770 @Alice_Weidel Ganz Europa ist längst islamisch unterwandert, wir erleben die schlimmste Islamisierung und Umvolkung Europas die es jemals gegeben hat - In ganz Europa! Und dies mit vollster Absicht der Weltbeherrscher der Finsternis, der Freimaurer und Illuminaten!",1
"@m_kubiciel @AfD Liebe #Umvolkung|s-Fans - wußtet Ihr, daß die #MarxistischSatanistisch|e Regierung #Renzi, sich noch höher verschuldet hat und damals die #EUfaschisten keine Probleme damit hatten?
Das zeigt ganz deutlich, daß man nur einen Vorwand sucht, um den Patrioten #Salvini abzuschießen!",1
@Ralf91249454 @josef_hein Die Fresse von Steinmeier spricht Sprache. Das ist der Präsident der Umvolkung und Ausrottung und Vernichtung der Deutschen.,1
"https://t.co/6ROlefgT3i
Trump macht die »Umvolkung» nicht mit:
 „.Dies ist eine Invasion in unser Land, unser  Militär wartet auf euch!“ Zur Abschreckung will er mehr als 5200  weitere Soldaten an die Grenze zu Mexiko schicken.",1
"@berlin_jan @IntelligentMon3 Bei solcherart Verschwörungstheorien denke ich immer: wozu ""Umvolkung"" zwecks Verdummung? Diese ""arischen Intelligenzbestien"", die so etwas glauben, sind so doof, da ist eine Steigerung kaum möglich. Wozu also noch eine ""Umvolkung""?",0
"@NeinZurAFDExt @R____B____ @tagesschau Zur Umvolkung gehört ja auch, dass wir, also das „Pack“, gehen. Man sollte sich rechtzeitig Gedanken machen, wohin wir auswandern.",0
"@DLF Was bedeutet das jetzt praktisch? Wer nicht für Völkermord ist, darf nicht an Hochschulen arbeiten? #Umvolkung #WhiteGenocide #Hessenwahl2018",1
Islamisierung total: In Savile Town (England) lebt heute wahrscheinlich kein einziger weißer Brite mehr #Umvolkung https://t.co/TnfpnSHQo2 via @jouwatch,1
"@jreichelt @BILD #DasMonster hat die #Umvolkung mit voller Absicht im Blitzkriegsmodus, generalstabsmäßig konzertiert und jetzt verhindert sie die Schließung der Grenzen, um das christliche Europa vollends zu fluten!
Da gibt es nix zu thematisieren, entweder man macht die Schotten dicht oder auf!",1
"@isabelledaniel In rechtsextremen Kreisen gilt der Migrationspakt quasi als von Globalisten gefasster Beschluss zur massiven Umvolkung. Den Glauben werden die sich doch nicht nehmen lassen, in dem sie sich mit dem tatsächlichen Inhalt des Textes oder dem Funktionieren der UN befassen.",0
"@ARD_BaB @CDU @DasErste Ist mir alles scheißegal. Wer Deutschland so in den Ruin treibt (Spaltung der Gesellschaft, Umvolkung, Flutung mit völlig unbekannten Leuten in kritischer Masse, Verschleudern von Steuereinnahmen), der hat bei mir verschissen.",1
"@Pechkehabt Stimmt. Macht Sinn. Weil der Staat ja auch dabei ist, gut ausgebildete, Steuer und Abgaben zahlende Deutsche gegen schlecht ausgebildete Transferempfänger austauschen will. So langsam schließt sich der Kreis. #Umvolkung",0
"@KURIERat Merz stoppt #Merkel &amp; dadurch hat die EU wieder eine Chance. Merkel steht für radikale Umvolkung, Islam &amp; Afrika &amp; das will sicher kein normaler Mensch.",1
"@nminkmar stumpfsinnige schmierfinken bejubeln die #Umvolkung, weil sie nicht wissen, was das bedeutet!",1
"Andrea Nahles erliegt dem großen Denkfehler, 'die Menschen' wüssten nicht, wofür die #spd steht.
Dabei wissen 'die Menschen' längst, dass spd für #Umvolkung und Deutschlandzerstörung steht.Und das gefällt immer weniger 'die Menschen'. 
 #Hessenwahl #hessen #hessenwahl2018",1
@irisma8 @ismail_kupeli JA ABER DIE FLÜCHTLINGE!!!!! UMVOLKUNG!!!! HILFEEE!!!!!!  ;-) ;-),0
"@tagesschau Was seid ihr nur für Propaganda - Faschisten!
Fakenews, wenn es gegen Merkels Politik geht -
 ""mutmaßlich"" bei Fakten, welche die widerliche Fratze eurer Umvolkung zeigen.
Orwell-
Faschismus pur https://t.co/XTGamoOVhr",1
"@AuswaertigesAmt @UN @MiRo_SPD Das schlimme ist, diese verantwortungslosen Politiker glauben diesen Mist, den sie von sich geben auch noch. Für wie Naiv halten Sie das Volk Herr Roth. Der Pakt bedeutet Umvolkung und nichts anderes. Illegal = Legal. Geht's noch? #Merkelmussweg",1
"@AfD_Support @titania60 1. Entschleunigte Umvolkung wird gesetzlich bestraft (Gewerkschaften mit im Boot)

2. Deutsche Kinder/Familien werden diskrimiert, sind quasi Bürger zweiter Klasse.

3. Erzieherinnen baden den Eliten Traum unmittelbar, finanziell aus.",1
#FFD365 Deutscher Vorsitz bei der Umvolkung – Das Bundesinnenministerium - https://t.co/LSjTddiQk0,1
"Was stört mich mein Geschwätz von gestern!

#Merkels Mantra bisher: #Kanzlerschaft und #Parteivorsitz
untrennbar.
⬇️
Konsequenz nur  beim
Vollzug der #UMVOLKUNG??? 

RÜCKTRITT JETZT! 

https://t.co/BsKDlWEb3t",1
Bald beginnt die große Umvolkung. https://t.co/9yf160qunI https://t.co/9yf160qunI,1
"@ThoSchi @SPIEGELONLINE @ChrisStoecker 😂 Du bist ein Paradebeispiel rechter Sprechblasen. „NPC“, „Du kannst nicht denken“, „ich bin erleuchtet“, „Du bist dumm“, „Umvolkung“, „Weltverschwörung“, „Notwehr“, „letzte Chance fürs deutsche Volk (TM)“.
😂
Findest alleine zurück in Deine Blase? Oder soll ich Dich bringen?",0
"@welt Sehr gut..
Tritt war das nicht und...mal ehrlich..
wer sowas erleben muss, darf auch mal Emotionen loslassen.
Schliesslich begann so die Merkelsche Umvolkung.
Asylsuchende ..ja , hingegen alles andere...nein",1
#FFD365 Deutscher Vorsitz bei der Umvolkung – Das Bundesinnenministerium - https://t.co/LSjTddiQk0,1
"Mir ist es SCHEIßEGAL, wie eine Partei sich darstellt.
Was für Politik die macht und machen will, das interessiert mich.
Die #Grünen machen #Umvolkung, wie die anderen der #Blockpartei #cducsuspdfdpgrünelinke . Deshalb ist es ja die Blockpartei.
#annewill #ard",1
Basis jeder totalitären Ideologie ist eine Verschwörungstheorie. In Falle der #Volkspfosten ist dies das Märchen einer von langer Hand geplanten #Umvolkung von Deutschland.,0
"@Rosi08683946 @einfachich2017 übrigens, auch die polizeiliche Kriminalstatistik ist gefälscht, habe ich hier gelernt. Die wird nach unten gefaked, damit Frau Merkel weiterhin unbemerkt die Politik der Umvolkung und der Zwangsislamisierung verfolgen kann. #noafd #wirsindmehr",0
"Jetzt stehen die AfD-ler ratlos herum und brabbeln wie kaputte Roboter: Merkelmussw....ist...äh...weg.....aber....grummelgrummel....Umvolkung?....Danke Merk......ach nee, passt nicht mehr....blablabla....öh...kein Feind mehr....selbstzerfleisch...
#sogAfD #Merkel",0
"@SirSchnee #Taharrush Umvolkung und Islamisierung in 🇩🇪Land! Am Montag werden #Linke und #Grüne wieder auf die Straße gehen um für das Bleiberecht von Mördern und Vergewaltigern in #Merkel's #BuntLand zu demonstrieren...ohne jedes Mitgefühl für die Opfer ihrer Ideologie! 

#NoGrüne #LtwHe18",1
"Wenn der Wahn sich erst einmal im Hirn festgesetzt hat, ist Heilung kaum noch möglich - das ist wie bei uns mit Umvolkung und Islamisierung. https://t.co/QNs3cWnJ1F",0
"@M_T_Franz Weil es kein Asyl ist, sondern Umvolkung durch Besatzung!",1
"Das ist Merkeldiktaur. Ein kulturell marodes Land. Vergewaltigungen, Messeratacken, Wegschauen und die Umvolkung durch tolerieren beschleunigen. Ich schäme mich für dieses Land. https://t.co/FpFg6IJAdn",1
"@CanarisPeter @sachmaso @christian_kott @sarfeld @christiansoeder @DeppendorfU „Umvolkung“ ist der Kampfbegriff einer machtgeilen Elite. Ja, es gibt eine Flüchtlingskrise, da über 80 millionen Menschen weltweit auf der Flucht sind! Zu behaupten, das hätte eine einzelne Person so geplant ist verschwörungstheoretischer Blödsinn und Betrug am Wähler.",0
"@Nessie43 @M_T_Franz Jaja die große Umvolkung... btw die Flüchtlinge die seit Beginn der Krise 2015 im die EU kamen, machen keine 5% der EU Gesamtbevöllerung aus... aber ja, der große Austausch ist da",0
@xavipip @SteveP28074913 @EDA_DFAE @UN Laut CDU-Programm 2017 verpflichtet sich die CDU zu Umsiedlung/Umvolkung/Verschiebung von Menschen insbesondere aus Afrika (S. 63).,1
@Mattenjahre @SPIEGELONLINE @ChrisStoecker Also hat für Dich jemand keine Mitschuld wenn er als Präsident (!) permanent gegen bestimmte Minderheiten hetzt und Verschwörungstheorien der „Umvolkung“ von sich gibt? Dann sag das doch einfach. Denn was hat Merkel mit den Anschlagsversuchen zu tun?,0
Wer hat auch gerade voll Bock auf Umvolkung? Schreibt es mir in die Drunterkommies!,0
"Wow - bei der #hessenwahl2018 haben 88% für weitere #Umvolkung gestimmt!
Ich glaube das deutsche Volk hat es nicht verdient zu überleben...😢",1
"München: Sechs Afghanen sollen 15-jähriges Mädchen vergewaltigt haben
Dieses derzeit laufende Bevölkerungsexperiment, manche nennen es auch ##Umvolkung, wird nicht gut enden.
⁦@WerteUnion⁩  https://t.co/INug51sAht",1
@MiKellner #AfD #Neutralitätspflicht #GrüneVersenken #Bolsheviks #Stasi #AgentinOrg #Hessenwahl2018 #Antideutsche #Umvolkung #AntiWhites #WhiteGenocide #QAnon https://t.co/AefQKBgisT,0
@FrankZi28896252 @DanielLaufer @FreiburgerJungs @AnikaMaldacker 1975 uiuiui aktueller denn je 😂🤣😂 aber nochn grund die umvolkung voranzutreiben ...,0
"@MalteKaufmann Wenn es dem lieben Frieden dient und es Ihren Blutdruck schont, wir bekennen uns schuldig. Aber wir bleiben trotzdem dran an der Umvolkung. Befehl von oben. Und zwar von ganz oben. Sie wissen, was ich meine. 😘  Grüße vom Umvolkungsbeauftragten. https://t.co/Sti1lMJFVs",0
"#Merkelterror 

Dieses System der Parteienwahl war,ist und bleibt unser Untergang! Lobbyisten saugen das Volk aus! 
Wir versuchen durch die AFD gefühlt eine Rettung zu erfahren,aber es ist zu spät!Die Unglaublichkeit dessen,dass eine Umvolkung stattfindet,wird nicht verstanden!",1
"@Ingolstadt_01 HESSEN:
WER MERKEL WÄHLT, WÄHLT GEWALT, TOD, UMVOLKUNG, VERGEWALTIGUNG, EINGESCHLEPPTE KRANKHEITEN...!!!

MERKEL MUSS ENDLICH ENTFERNT UND VERURTEILT WERDEN!!!

#afdwirkt
#afdwählen",1
"@erstmal_denken @Riesenbohne @FrReschke Exakt. Da alle Parteien einig gegen AFD stehen kann jeder die Summe der Prozent der Altparteien als Summe der Diktatur Koalition gegen die Afd sehen und damit bleiben in Hessen 12 % Aufgewachte und 88% Narren, die weitere 5 Jahre für Vergewaltigung, Raub, Mord, Umvolkung sind",1
@_nasir_ahmad_ @drpeternagel Er war bestimmt Muslim und wollte der Umvolkung zuarbeiten. Oder? ODER? Ironie off.,0
"@AfD @AfDKompakt Die UNO ist doch neben diversen Deutschlandhassern führend bei dieser Umvolkung mit dem Ziel, die europäischen Völker, vornehmlich das deutsche zu entkernen , den Voksbegriff auszurotten",1
@HCStracheFP @bernd471 Vernunft siegt über die perspektiv geplante Umvolkung der EUROPÄER mit der Migration aus fremden Kulturen-Gratulation !! I LOVE AUSTRIA,1
"@Der_Quintus1956 Wer sich seine Informationen ausschließlich von den sog.  #Qualitätsmedien ins Haus bringen läßt, der kann die Realität nur so verzerrt wahrnehmen, wie sie dort geboten wird. 
Alles nur #Einzelfälle, eine #Islamisierung findet nicht statt, #Umvolkung nur Rhetorik der #Rrächten..",1
#FFD365 Deutscher Vorsitz bei der Umvolkung – Das Bundesinnenministerium - https://t.co/LSjTddiQk0,1
#Umvolkung 🤡🤡🤡 https://t.co/mYhxZjwjOf,1
#FFD365 Deutscher Vorsitz bei der Umvolkung – Das Bundesinnenministerium - https://t.co/LSjTddiQk0,1
Jetzt werden die rechten Trolle endgültig durchdrehen: #Merkel macht bei der #Umvolkung selbst vor dem Parteivorsitz nicht Halt!,1
Erschreckend: 87% der Wahlberechtigten in #Hessen immer noch im tiefsten #Tiefschlaf! #Wahlergebnis #Hessenwahl #LtwHe #LtwHe2018 #LtwHe18 #Migrationspakt #Umvolkung #Bürgerkrieg #Souveränitätsverlust #Fahrverbot #Gutmenschen #Schlafschafe #Massenverblödung #Systemparteien #AfD,1
"Merkel ist das Sinnbild der Rechten für deutschen Souveränitätsverlust und  ""Umvolkung"". Geht sie, bleibt aber die Krisendiagnose von rechts mit all ihren Konsequenzen bzw Inhalten der AfD (rassistische Übergriffe, Law &amp; Order, Grenzen dicht, ...).",0
"@Eckleben Denunzierung von Presse, Künstlern und Lehrern, Rassismus, Schlägertrupps, Diffamierung von Andersdenkenden,Begriffe wie Umvolkung etc. Ja, das kommt einem wahrlich bekannt vor. #AfD",0
#FFD365 Deutscher Vorsitz bei der Umvolkung – Das Bundesinnenministerium - https://t.co/LSjTddiQk0,1
Planänderung. Umvolkung wird modifiziert. https://t.co/pv0GBvvbnc,1
"Der Antisemit Corbyn hat die JVL als Mini-Legitimierung, die AfD hat die JAfD. Jedes mal, wenn von Umvolkung die Rede ist, frage ich mich, wann die Hüllen fallen. Wer die ""Globalisten"" sind, hatte der Attentäter von Pittsburgh bereits entschieden. https://t.co/RPKMQ9Wro6",0
"@MalteKaufmann Diese Invasoren sind (noch) hier , weil sie zur Beschleunigung der Umvolkung von den Regierenden als Waffe gegen das Deutsche Volk eingesetzt werden .",1
"@TOP__Oli @ellibisathide Hessen:
WER MERKEL WÄHLT, WÄHLT UMVOLKUNG, GEWALT, TOD UND VERGEWALTIGUNG!!

MERKEL MUSS ENDLICH ENTFERNT UND VERURTEILT WERDEN!!!

#afdwirkt
#afdwählen",1
"Für die AfD muss die BRD doch die Hölle sein. Umvolkung! Grenzen von 1945! Demokratie!

Kurzum: kein Volk, kein Reich, kein Führer!",0
#FFD365 Deutscher Vorsitz bei der Umvolkung – Das Bundesinnenministerium - https://t.co/LSjTddiQk0,1
Hooton-Plan !Merkels Umvolkung !! ...... DURCH DIE HINTERTÜR !!! https://t.co/7VHfWA4e9l,1
"@PoggenburgAndre Wahnsinn, der Tweet ist so falsch und so voll von Populismus und Polemik! Eine weitere durchgeknallte Position einer 10% Partei. Regulierung bedeutet also Umvolkung, verstehe..
🇩🇪🙄🇩🇪 https://t.co/lXh8aLsFBc",0
@Frankpeterknapp Na klar! Der Attentäter muss doch weiter an der #Umvolkung arbeiten.,0
#Umvolkung ist eine rechte Verschwörungstheorie. https://t.co/jWpGRh7RkG,1
#FFD365 Deutscher Vorsitz bei der Umvolkung – Das Bundesinnenministerium - https://t.co/LSjTddiQk0,1
"Erschreckend: 87% der Wahlberechtigten in #Hessen immer noch im tiefsten #Tiefschlaf! #Wahlergebnis #Hessenwahl #LtwHe #LtwHe2018 #LtwHe18
#Migrationspakt #Umvolkung #Bürgerkrieg #Souveränitätsverlust #Fahrverbot #Gutmenschen #Schlafschafe #Massenverblödung #AfD #CDU #SPD #Grüne",1
"Brauntwitter dreht durch wegen des UN Migrationspakts
#GlobalCompact 
UN: wollen Menschenrechte auch von Migranten schützen 
Brauntwitter macht daraus: ""Umvolkung""
UN: Pakt nicht bindend
Brauntwitter: ""Souveränitatsaufgabe"", ""Untergang""
Fazit: Braun ist dumm. https://t.co/i64UX7r6xW",0
"@Hadi_Riedel @SteiblBarbara Das sind Merkels Bauernopfer für ihr Ziel der Globalisierung u. Umvolkung. Es werden noch sehr viele Opfer folgen, da weder viele Eltern noch Lehrer die Kinder/Jugendlichen vor solchen Übergriffen warnen, sondern lieber mit Regenbogen-Multikulti-Fahnen durch die Gegend rennen....",1
"#berlinerrunde #zdf #spd die Menschen wissen, wofür die spd + übrige Altparteien stehen. Für die #Umvolkung. Um da voranzukommen, müssen sie ja gemeinsam, faschistisch, die einzige Opposition #afd verhindern.
#Andersdenkende verfolgen halt.
Das war schon immer linkes Ansinnen.",1
"Ziel erreicht, Lebensstandard gesichert. Tschüss Hessen - Willkommen Islam-Umvolkung-Gendergaga-Umerziehung unserer Kinder zu Merkel-Pionieren, !! Danke Doof-Michel!! https://t.co/Ytm2qkpZXH",1
"@ZDFheute Durch #Merkels #Umvolkung und der damit verbundenen Rückbesinnung zu primitiven Glaubensrichtungen wie dem #Islam wird die Zukunft bald in einer gescheiterten zerstörten Zivilgesellschaft enden, dank der #NWO und #Systempresse",1
"@VonSchwer HESSEN:
WER MERKEL WÄHLT, WÄHLT GEWALT, TOD, UMVOLKUNG, VERGEWALTIGUNG, EINGESCHLEPPTE KRANKHEITEN...!!!

MERKEL MUSS ENDLICH ENTFERNT UND VERURTEILT WERDEN!!!

#afdwirkt
#afdwählen",1
@RenateKuenast Frau Merkel hat einen entscheidenen Beitrag zur Umvolkung der Teutschen geleistet und dafür gebührt ihr Dank. Ihr Nachfolger hat nun die große Aufgabe diese Eugenik in aktuell undenkbare Sphären voranzutreiben. Möge dies gelingen!,1
"Neu in den Theoradar- Wochencharts: JoBos Blog mit ""Umvolkung"" https://t.co/yj6gyYeWVc",1
"LIVE: Merkel holds press conference in Berlin https://t.co/QshVOMZUHE via @YouTube
Kein Wort von der Umvolkung, kein Wort von eigenen Schuld, nur mal leicht angedeutet...",1
"Dall'account del capitano di una ONG tedesca. Credono di fare i simpatici, scaricando i migranti sulla nostre coste, e facendo le battutine fra loro, usando termini nazi sulla T-shirt (Umvolkung= germanizzazione della popolazione Est Europa sotto il Nazismo). Fantastici, sempre. https://t.co/8vss87xT5Q",0
"@st_kowitz @AuswaertigesAmt @UN @MiRo_SPD Das glauben Sie doch selber nicht, was Sie hier von sich geben? Gegen das Einreise Gesetz verstößt die BR seit Jahren. Wie kommt es sonst, dass man nicht weiß wer alles im Land ist. Der Migrationspakt dient der Umvolkung und legitimierung Illegale zu Legalen zu mschen.",1
"@PersianRose1 Hey, Antenna State is the first loser of the 'Umvolkung'. The whole stranger from Netflixia came only thanks to the HDMI doctrine.",1
@Halle_Leaks's account has been withheld in Germany based on local law(s). Learn more.,0
@arnoxcao bei mir ist große umvolkung glaub ich,0
Brainwash! Es geht um UMVOLKUNG! https://t.co/NO5M3MkjW0,1
@M_T_Franz Das ist der Plan. #Umvolkung,1
@lichtmesz CDU kriegt wieder paar Stimmen und die Umvolkung geht munter weiter,1
"Ich glaube, hier bei uns in der Stadt haben die wenigsten je einen Muezzin-Ruf gehört, der nicht aus den Lautsprechern am Pegida-Stand dröhnte.

So viel also zur von der AfD paranoid beschworenen ""Umvolkung"".",0
@wegecon Geht sogar mit einem: #Umvolkung,1
"@Michael06302905 @cyclinginside @Trischen_1968 @BILD Umvolkung und Ersetzung in Deutschland und ganz Europe schlicht gefallen. 40 000 Jahre gibt es Europäer. Und mit uns bzw. unseren Kindern endet das, weil wir keinen Willen mehr haben. Oder doch? Die nächsten 10-20 Jahre werdens zeigen.",1
"@AuswaertigesAmt @UN @MiRo_SPD ""Positive Auswirkungen""
Postiv aus welcher Sicht? Für wen?
Aus Sicht der Migrationsfaschisten  etwa Terror, Vergewaltigung, Zersetzung der europäischen Kultur, der Freiheit, gar Umvolkung?
Was meint ihr damit?",1
@PamelaCostaric1 @Stegnerfan Das ist dann wohl Merkel-Pädagogik.  #Erziehung #Islamisierung #Umvolkung,1
"@ComandanteCabr1 @PParzival @Der_Dutschi Ich weiß, daß man in der Jugend gerne die radikale Lösung sucht und  Theoretiker gaukeln auch vor diese gefunden zu haben. Die praktische Umsetzung kenne ich, war Teil des #Experimentes. So wie wir jetzt alle dem nächsten Experiment ausgesetzt sind 🛑▶️#Islamisierung &amp; #Umvolkung https://t.co/M5Umz0xVr4",1
Germany's Demographic Catastrophe | Almost Half Of Kids Are of Migrant Descent https://t.co/CMrvw0lS5y #Umvolkung #Kalergi #ltwhe18 #LTWHESSEN #AfD,1
"Ich hab mal nachgeschaut. Es ist eine Riesenzahl, wirklich riesig. Quasi läuft die Umvolkung auf Hochtouren.
https://t.co/Fy3PMZ63oi
https://t.co/6bGoOuje6u

#hartaberfair #Merkel #CDUVorsitz #CDU #Maghreb #noafd https://t.co/CoB8MGR3Pd",0
@M_T_Franz Weil es schon lange kein Asyl mehr ist. Es geht um Umvolkung.,1
#FFD365 Deutscher Vorsitz bei der Umvolkung – Das Bundesinnenministerium - https://t.co/LSjTddiQk0,1
@M_Hofmann1983 @karina_vogel_de @AfD Nennt sich #Umvolkung.,1
"@Andy_Duphresne @SPIEGELONLINE @ChrisStoecker Bitte belege jede einzelne Deiner Anschuldigungen oder Du bist eben ein Lügner....

""Du kannst nicht denken“, „ich bin erleuchtet“, „Du bist dumm“,   „Umvolkung“, „Weltverschwörung“, „Notwehr“, „letzte Chance fürs deutsche Volk (TM)“",0
"@Jonas_Hermann @C_Pohlmann @NZZ Der Kanzlerin ist es völlig egal, was es schlussendlich für ein Abgang sein wird. Der Abgang ist ja nicht das Ziel. Das Ziel ist der Migrationspakt und die nachhaltige Steuerung dieser Umvolkung. Deutschland wird platt gemacht... alles andere zählt nicht.",1
"Vor allen Dingen sollten der deutsche Pass nicht an jeden ausgestellt werden. Wir schaffen uns damit unsere eigene Umvolkung weil wir die Inhaber nicht mehr los werden!
🇩🇪😩🇩🇪 https://t.co/7OXoCcCL7k",1
"@VonSchwer @tinschu_susi Weil die Merkel die Umvolkung will, die Deutschen hasst, Teile der Gerichte der Politik gleichgeschaltet ist und der Polizeiapparat eher mit Verkehrssündern die Auseinandersetzung pflegt.
Das ist Deutschland.",1
"@cducsubt Massenvergewaltigungen, Rentendisaster, Zerstörung der Sozialsysteme, Umvolkung, Kriminalitätssteigerung, Messermorde, Unsicherheit der Bürger, Steuererhöhungen usw. Ihr gehört vor Gericht!",1
"@SteinbachErika Mutti macht weiter, die Umvolkung ist noch nicht vollendet.",1
"#GlobalerMigrationspackt #SPD #Staatsverräter #Roth zum Thema! #LtwHessen #LtwHe18 Wer #CDU #SPD und #Grüne wählt, macht sich mitschuldig an dieser #Umvolkung und Entwicklung! https://t.co/mJCE1Bxrx4",1
"@stluedke @Volker_Beck @hardlyiron Dummgeschwätz.
Mut braucht man nicht für Antirassismus, sondern für den Schutz des eigenen Volkes ... nur wer dessen Ausrottung durch Umvolkung befürwortet , ist ein Guter ... eine perverse Welt! Das ist die Forderung nach kollektivem Selbstmord.",1
#USA #Migration #Flüchtlinge #Aufwachen #FactsOverFeelings #Infotweet Alles ist gesagt #umvolkung Aber mit #Trump ist nicht so gut Kirschen essen ! https://t.co/bauGAh8mzh,1
"@M_W_OEHRLE @punchracism @welt Ihr seid nicht das Volk, jedenfalls nicht das Deutsche. Denn die europäischen Nationen wollt ihr mit eurer Umvolkung vernichten. So ein dummes Volk kann nicht Deutsch sein@",1
@MorganleFey26 @unzensuriert Das befürchte ich auch. Sie vollendet ihr Werk: #Umvolkung.,1
"@RegSprecher Du Sabber Vogel. Meinungsfreiheit? Vergewaltigung und Umvolkung? Wie sehr wollt Ihr noch nach 1933 rücken?
Ihr seit nicht der Sekunde wert in der Geschichte.",0
"Empört euch, #AfD! Die Burka jetzt auch für Männer ... die 'Umvolkung' läuft! 

https://t.co/AC5RJN2Hqf",1
@FraudoktorJulie #Freiburg #Antideutsche #Umvolkung #Antiwhites #WhiteGenocide #QAnon https://t.co/PeGmF9bgl3,1
